"0640912","北海道","札幌市中央区","南十二条西"
"0640913","北海道","札幌市中央区","南十三条西"
"0640914","北海道","札幌市中央区","南十四条西"
"0640915","北海道","札幌市中央区","南十五条西"
"0640916","北海道","札幌市中央区","南十六条西"
"0640917","北海道","札幌市中央区","南十七条西"
"0640918","北海道","札幌市中央区","南十八条西"
"0640919","北海道","札幌市中央区","南十九条西"
"0640920","北海道","札幌市中央区","南二十条西"
"0640921","北海道","札幌市中央区","南二十一条西"
"0640922","北海道","札幌市中央区","南二十二条西"
"0640923","北海道","札幌市中央区","南二十三条西"
"0640924","北海道","札幌市中央区","南二十四条西"
"0640925","北海道","札幌市中央区","南二十五条西"
"0640926","北海道","札幌市中央区","南二十六条西"
"0640927","北海道","札幌市中央区","南二十七条西"
"0640928","北海道","札幌市中央区","南二十八条西"
"0640929","北海道","札幌市中央区","南二十九条西"
"0640930","北海道","札幌市中央区","南三十条西"
"0640959","北海道","札幌市中央区","宮ケ丘"
"0640958","北海道","札幌市中央区","宮の森"
"0640951","北海道","札幌市中央区","宮の森一条"
"0640952","北海道","札幌市中央区","宮の森二条"
"0640953","北海道","札幌市中央区","宮の森三条"
"0640954","北海道","札幌市中央区","宮の森四条"
"0010000","北海道","札幌市北区",""
"0028071","北海道","札幌市北区","あいの里一条"
"0028072","北海道","札幌市北区","あいの里二条"
"0028073","北海道","札幌市北区","あいの里三条"
"0028074","北海道","札幌市北区","あいの里四条"
"0028075","北海道","札幌市北区","あいの里五条"
"0010045","北海道","札幌市北区","麻生町"
"0600806","北海道","札幌市北区","北六条西"
"0600807","北海道","札幌市北区","北七条西"
"0600808","北海道","札幌市北区","北八条西"
"0600809","北海道","札幌市北区","北九条西"
"0010010","北海道","札幌市北区","北十条西"
"0600810","北海道","札幌市北区","北十条西"
"0010011","北海道","札幌市北区","北十一条西"
"0600811","北海道","札幌市北区","北十一条西"
"0010012","北海道","札幌市北区","北十二条西"
"0600812","北海道","札幌市北区","北十二条西"
"0010013","北海道","札幌市北区","北十三条西"
"0600813","北海道","札幌市北区","北十三条西"
"0010014","北海道","札幌市北区","北十四条西"
"0600814","北海道","札幌市北区","北十四条西"
"0010015","北海道","札幌市北区","北十五条西"
"0600815","北海道","札幌市北区","北十五条西"
"0010016","北海道","札幌市北区","北十六条西"
"0600816","北海道","札幌市北区","北十六条西"
"0010017","北海道","札幌市北区","北十七条西"
"0600817","北海道","札幌市北区","北十七条西"
"0010018","北海道","札幌市北区","北十八条西"
"0600818","北海道","札幌市北区","北十八条西"
"0010019","北海道","札幌市北区","北十九条西"
"0600819","北海道","札幌市北区","北十九条西"
"0010020","北海道","札幌市北区","北二十条西"
"0600820","北海道","札幌市北区","北二十条西"
"0010021","北海道","札幌市北区","北二十一条西"
"0010022","北海道","札幌市北区","北二十二条西"
"0010023","北海道","札幌市北区","北二十三条西"
"0010024","北海道","札幌市北区","北二十四条西"
"0010025","北海道","札幌市北区","北二十五条西"
"0010026","北海道","札幌市北区","北二十六条西"
"0010027","北海道","札幌市北区","北二十七条西"
"0010028","北海道","札幌市北区","北二十八条西"
"0010029","北海道","札幌市北区","北二十九条西"
"0010030","北海道","札幌市北区","北三十条西"
"0010031","北海道","札幌市北区","北三十一条西"
"0010032","北海道","札幌市北区","北三十二条西"
"0010033","北海道","札幌市北区","北三十三条西"
"0010034","北海道","札幌市北区","北三十四条西"
"0010035","北海道","札幌市北区","北三十五条西"
"0010036","北海道","札幌市北区","北三十六条西"
"0010037","北海道","札幌市北区","北三十七条西"
"0010038","北海道","札幌市北区","北三十八条西"
"0010039","北海道","札幌市北区","北三十九条西"
"0010040","北海道","札幌市北区","北四十条西"
"0028021","北海道","札幌市北区","篠路一条"
"0028022","北海道","札幌市北区","篠路二条"
"0028023","北海道","札幌市北区","篠路三条"
"0028024","北海道","札幌市北区","篠路四条"
"0028025","北海道","札幌市北区","篠路五条"
"0028026","北海道","札幌市北区","篠路六条"
"0028027","北海道","札幌市北区","篠路七条"
"0028028","北海道","札幌市北区","篠路八条"
"0028029","北海道","札幌市北区","篠路九条"
"0028030","北海道","札幌市北区","篠路十条"
"0028052","北海道","札幌市北区","篠路町上篠路"
"0028053","北海道","札幌市北区","篠路町篠路"
"0028051","北海道","札幌市北区","篠路町太平"
"0028054","北海道","札幌市北区","篠路町拓北"
"0028055","北海道","札幌市北区","篠路町福移"
"0010930","北海道","札幌市北区","新川"
"0010921","北海道","札幌市北区","新川一条"
"0010922","北海道","札幌市北区","新川二条"
"0010923","北海道","札幌市北区","新川三条"
"0010924","北海道","札幌市北区","新川四条"
"0010925","北海道","札幌市北区","新川五条"
"0010926","北海道","札幌市北区","新川六条"
"0010927","北海道","札幌市北区","新川七条"
"0010928","北海道","札幌市北区","新川八条"
"0010931","北海道","札幌市北区","新川西一条"
"0010932","北海道","札幌市北区","新川西二条"
"0010933","北海道","札幌市北区","新川西三条"
"0010934","北海道","札幌市北区","新川西四条"
"0010935","北海道","札幌市北区","新川西五条"
"0010901","北海道","札幌市北区","新琴似一条"
"0010902","北海道","札幌市北区","新琴似二条"
"0010903","北海道","札幌市北区","新琴似三条"
"0010904","北海道","札幌市北区","新琴似四条"
"0010905","北海道","札幌市北区","新琴似五条"
"0010906","北海道","札幌市北区","新琴似六条"
"0010907","北海道","札幌市北区","新琴似七条"
"0010908","北海道","札幌市北区","新琴似八条"
"0010909","北海道","札幌市北区","新琴似九条"
"0010910","北海道","札幌市北区","新琴似十条"
"0010911","北海道","札幌市北区","新琴似十一条"
"0010912","北海道","札幌市北区","新琴似十二条"
"0010915","北海道","札幌市北区","新琴似町"
"0028001","北海道","札幌市北区","太平一条"
"0028002","北海道","札幌市北区","太平二条"
"0028003","北海道","札幌市北区","太平三条"
"0028004","北海道","札幌市北区","太平四条"
"0028005","北海道","札幌市北区","太平五条"
"0028006","北海道","札幌市北区","太平六条"
"0028007","北海道","札幌市北区","太平七条"
"0028008","北海道","札幌市北区","太平八条"
"0028009","北海道","札幌市北区","太平九条"
"0028010","北海道","札幌市北区","太平十条"
"0028011","北海道","札幌市北区","太平十一条"
"0028012","北海道","札幌市北区","太平十二条"
"0028061","北海道","札幌市北区","拓北一条"
"0028062","北海道","札幌市北区","拓北二条"
"0028063","北海道","札幌市北区","拓北三条"
"0028064","北海道","札幌市北区","拓北四条"
"0028065","北海道","札幌市北区","拓北五条"
"0028066","北海道","札幌市北区","拓北六条"
"0028067","北海道","札幌市北区","拓北七条"
"0028068","北海道","札幌市北区","拓北八条"
"0020851","北海道","札幌市北区","屯田一条"
"0020852","北海道","札幌市北区","屯田二条"
"0020853","北海道","札幌市北区","屯田三条"
"0020854","北海道","札幌市北区","屯田四条"
"0020855","北海道","札幌市北区","屯田五条"
"0020856","北海道","札幌市北区","屯田六条"
"0020857","北海道","札幌市北区","屯田七条"
"0020858","北海道","札幌市北区","屯田八条"
"0020859","北海道","札幌市北区","屯田九条"
"0020860","北海道","札幌市北区","屯田十条"
"0020861","北海道","札幌市北区","屯田十一条"
"0020865","北海道","札幌市北区","屯田町"
"0028038","北海道","札幌市北区","西茨戸"
"0028031","北海道","札幌市北区","西茨戸一条"
"0028032","北海道","札幌市北区","西茨戸二条"
"0028033","北海道","札幌市北区","西茨戸三条"
"0028034","北海道","札幌市北区","西茨戸四条"
"0028035","北海道","札幌市北区","西茨戸五条"
"0028036","北海道","札幌市北区","西茨戸六条"
"0028037","北海道","札幌市北区","西茨戸七条"
"0028043","北海道","札幌市北区","東茨戸"
"0028041","北海道","札幌市北区","東茨戸一条"
"0028042","北海道","札幌市北区","東茨戸二条"
"0028044","北海道","札幌市北区","東茨戸三条"
"0028045","北海道","札幌市北区","東茨戸四条"
"0028091","北海道","札幌市北区","南あいの里"
"0028081","北海道","札幌市北区","百合が原"
"0028082","北海道","札幌市北区","百合が原公園"
"0650000","北海道","札幌市東区",""
"0070880","北海道","札幌市東区","丘珠町"
"0070881","北海道","札幌市東区","北丘珠一条"
"0070882","北海道","札幌市東区","北丘珠二条"
"0070883","北海道","札幌市東区","北丘珠三条"
"0070884","北海道","札幌市東区","北丘珠四条"
"0070885","北海道","札幌市東区","北丘珠五条"
"0070886","北海道","札幌市東区","北丘珠六条"
"0650004","北海道","札幌市東区","北四条東"
"0600905","北海道","札幌市東区","北五条東"
"0650005","北海道","札幌市東区","北五条東"
"0600906","北海道","札幌市東区","北六条東"
"0650006","北海道","札幌市東区","北六条東"
"0600907","北海道","札幌市東区","北七条東"
"0650007","北海道","札幌市東区","北七条東"
"0600908","北海道","札幌市東区","北八条東"
"0650008","北海道","札幌市東区","北八条東"
"0600909","北海道","札幌市東区","北九条東"
"0650009","北海道","札幌市東区","北九条東"
"0650010","北海道","札幌市東区","北十条東"
"0650011","北海道","札幌市東区","北十一条東"
"0650012","北海道","札幌市東区","北十二条東"
"0650013","北海道","札幌市東区","北十三条東"
"0650014","北海道","札幌市東区","北十四条東"
"0650015","北海道","札幌市東区","北十五条東"
"0650016","北海道","札幌市東区","北十六条東"
"0650017","北海道","札幌市東区","北十七条東"
"0650018","北海道","札幌市東区","北十八条東"
"0650019","北海道","札幌市東区","北十九条東"
"0650020","北海道","札幌市東区","北二十条東"
"0650021","北海道","札幌市東区","北二十一条東"
"0650022","北海道","札幌市東区","北二十二条東"
"0650023","北海道","札幌市東区","北二十三条東"
"0650024","北海道","札幌市東区","北二十四条東"
"0650025","北海道","札幌市東区","北二十五条東"
"0650026","北海道","札幌市東区","北二十六条東"
"0650027","北海道","札幌市東区","北二十七条東"
"0650028","北海道","札幌市東区","北二十八条東"
"0650030","北海道","札幌市東区","北三十条東"
"0650031","北海道","札幌市東区","北三十一条東"
"0650032","北海道","札幌市東区","北三十二条東"
"0650033","北海道","札幌市東区","北三十三条東"
"0070834","北海道","札幌市東区","北三十四条東"
"0070835","北海道","札幌市東区","北三十五条東"
"0070836","北海道","札幌市東区","北三十六条東"
"0070837","北海道","札幌市東区","北三十七条東"
"0070838","北海道","札幌市東区","北三十八条東"
"0070839","北海道","札幌市東区","北三十九条東"
"0070840","北海道","札幌市東区","北四十条東"
"0070841","北海道","札幌市東区","北四十一条東"
"0070842","北海道","札幌市東区","北四十二条東"
"0070843","北海道","札幌市東区","北四十三条東"
"0070844","北海道","札幌市東区","北四十四条東"
"0070845","北海道","札幌市東区","北四十五条東"
"0070846","北海道","札幌市東区","北四十六条東"
"0070847","北海道","札幌市東区","北四十七条東"
"0070848","北海道","札幌市東区","北四十八条東"
"0070849","北海道","札幌市東区","北四十九条東"
"0070850","北海道","札幌市東区","北五十条東"
"0070851","北海道","札幌市東区","北五十一条東"
"0070852","北海道","札幌市東区","栄町"
"0650043","北海道","札幌市東区","苗穂町"
"0070001","北海道","札幌市東区","中沼一条"
"0070002","北海道","札幌市東区","中沼二条"
"0070003","北海道","札幌市東区","中沼三条"
"0070004","北海道","札幌市東区","中沼四条"
"0070005","北海道","札幌市東区","中沼五条"
"0070006","北海道","札幌市東区","中沼六条"
"0070890","北海道","札幌市東区","中沼町"
"0070891","北海道","札幌市東区","中沼西一条"
"0070892","北海道","札幌市東区","中沼西二条"
"0070893","北海道","札幌市東区","中沼西三条"
"0070894","北海道","札幌市東区","中沼西四条"
"0070895","北海道","札幌市東区","中沼西五条"
"0070821","北海道","札幌市東区","東雁来一条"
"0070822","北海道","札幌市東区","東雁来二条"
"0070823","北海道","札幌市東区","東雁来三条"
"0070824","北海道","札幌市東区","東雁来四条"
"0070825","北海道","札幌市東区","東雁来五条"
"0070826","北海道","札幌市東区","東雁来六条"
"0070827","北海道","札幌市東区","東雁来七条"
"0070828","北海道","札幌市東区","東雁来八条"
"0070829","北海道","札幌市東区","東雁来九条"
"0070030","北海道","札幌市東区","東雁来十条"
"0070031","北海道","札幌市東区","東雁来十一条"
"0070032","北海道","札幌市東区","東雁来十二条"
"0070033","北海道","札幌市東区","東雁来十三条"
"0070034","北海道","札幌市東区","東雁来十四条"
"0070820","北海道","札幌市東区","東雁来町"
"0070801","北海道","札幌市東区","東苗穂一条"
"0070802","北海道","札幌市東区","東苗穂二条"
"0070803","北海道","札幌市東区","東苗穂三条"
"0070804","北海道","札幌市東区","東苗穂四条"
"0070805","北海道","札幌市東区","東苗穂五条"
"0070806","北海道","札幌市東区","東苗穂六条"
"0070807","北海道","札幌市東区","東苗穂七条"
"0070808","北海道","札幌市東区","東苗穂八条"
"0070809","北海道","札幌市東区","東苗穂九条"
"0070810","北海道","札幌市東区","東苗穂十条"
"0070811","北海道","札幌市東区","東苗穂十一条"
"0070812","北海道","札幌市東区","東苗穂十二条"
"0070813","北海道","札幌市東区","東苗穂十三条"
"0070814","北海道","札幌市東区","東苗穂十四条"
"0070815","北海道","札幌市東区","東苗穂十五条"
"0070819","北海道","札幌市東区","東苗穂町"
"0070861","北海道","札幌市東区","伏古一条"
"0070862","北海道","札幌市東区","伏古二条"
"0070863","北海道","札幌市東区","伏古三条"
"0070864","北海道","札幌市東区","伏古四条"
"0070865","北海道","札幌市東区","伏古五条"
"0070866","北海道","札幌市東区","伏古六条"
"0070867","北海道","札幌市東区","伏古七条"
"0070868","北海道","札幌市東区","伏古八条"
"0070869","北海道","札幌市東区","伏古九条"
"0070870","北海道","札幌市東区","伏古十条"
"0070871","北海道","札幌市東区","伏古十一条"
"0070872","北海道","札幌市東区","伏古十二条"
"0070873","北海道","札幌市東区","伏古十三条"
"0070874","北海道","札幌市東区","伏古十四条"
"0650041","北海道","札幌市東区","本町一条"
"0650042","北海道","札幌市東区","本町二条"
"0070011","北海道","札幌市東区","モエレ沼公園"
"0030000","北海道","札幌市白石区",""
"0030851","北海道","札幌市白石区","川北一条"
"0030852","北海道","札幌市白石区","川北二条"
"0030853","北海道","札幌市白石区","川北三条"
"0030854","北海道","札幌市白石区","川北四条"
"0030855","北海道","札幌市白石区","川北五条"
"0030869","北海道","札幌市白石区","川下"
"0030861","北海道","札幌市白石区","川下一条"
"0030862","北海道","札幌市白石区","川下二条"
"0030863","北海道","札幌市白石区","川下三条"
"0030864","北海道","札幌市白石区","川下四条"
"0030865","北海道","札幌市白石区","川下五条"
"0030859","北海道","札幌市白石区","川北"
"0030801","北海道","札幌市白石区","菊水一条"
"0030802","北海道","札幌市白石区","菊水二条"
"0030803","北海道","札幌市白石区","菊水三条"
"0030804","北海道","札幌市白石区","菊水四条"
"0030805","北海道","札幌市白石区","菊水五条"
"0030806","北海道","札幌市白石区","菊水六条"
"0030807","北海道","札幌市白石区","菊水七条"
"0030808","北海道","札幌市白石区","菊水八条"
"0030809","北海道","札幌市白石区","菊水九条"
"0030811","北海道","札幌市白石区","菊水上町一条"
"0030812","北海道","札幌市白石区","菊水上町二条"
"0030813","北海道","札幌市白石区","菊水上町三条"
"0030814","北海道","札幌市白石区","菊水上町四条"
"0030821","北海道","札幌市白石区","菊水元町一条"
"0030822","北海道","札幌市白石区","菊水元町二条"
"0030823","北海道","札幌市白石区","菊水元町三条"
"0030824","北海道","札幌市白石区","菊水元町四条"
"0030825","北海道","札幌市白石区","菊水元町五条"
"0030826","北海道","札幌市白石区","菊水元町六条"
"0030827","北海道","札幌市白石区","菊水元町七条"
"0030828","北海道","札幌市白石区","菊水元町八条"
"0030829","北海道","札幌市白石区","菊水元町九条"
"0030830","北海道","札幌市白石区","菊水元町十条"
"0030849","北海道","札幌市白石区","北郷"
"0030831","北海道","札幌市白石区","北郷一条"
"0030832","北海道","札幌市白石区","北郷二条"
"0030833","北海道","札幌市白石区","北郷三条"
"0030834","北海道","札幌市白石区","北郷四条"
"0030835","北海道","札幌市白石区","北郷五条"
"0030836","北海道","札幌市白石区","北郷六条"
"0030837","北海道","札幌市白石区","北郷七条"
"0030838","北海道","札幌市白石区","北郷八条"
"0030839","北海道","札幌市白石区","北郷九条"
"0030840","北海道","札幌市白石区","北郷十条"
"0030021","北海道","札幌市白石区","栄通"
"0030011","北海道","札幌市白石区","中央一条"
"0030012","北海道","札幌市白石区","中央二条"
"0030013","北海道","札幌市白石区","中央三条"
"0030022","北海道","札幌市白石区","南郷通"
"0030023","北海道","札幌市白石区","南郷通"
"0030001","北海道","札幌市白石区","東札幌一条"
"0030002","北海道","札幌市白石区","東札幌二条"
"0030003","北海道","札幌市白石区","東札幌三条"
"0030004","北海道","札幌市白石区","東札幌四条"
"0030005","北海道","札幌市白石区","東札幌五条"
"0030006","北海道","札幌市白石区","東札幌六条"
"0030876","北海道","札幌市白石区","東米里"
"0030028","北海道","札幌市白石区","平和通"
"0030029","北海道","札幌市白石区","平和通"
"0030024","北海道","札幌市白石区","本郷通"
"0030025","北海道","札幌市白石区","本郷通"
"0030026","北海道","札幌市白石区","本通"
"0030027","北海道","札幌市白石区","本通"
"0030871","北海道","札幌市白石区","米里一条"
"0030872","北海道","札幌市白石区","米里二条"
"0030873","北海道","札幌市白石区","米里三条"
"0030874","北海道","札幌市白石区","米里四条"
"0030875","北海道","札幌市白石区","米里五条"
"0030030","北海道","札幌市白石区","流通センター"
"0620000","北海道","札幌市豊平区",""
"0620911","北海道","札幌市豊平区","旭町"
"0620912","北海道","札幌市豊平区","水車町"
"0620020","北海道","札幌市豊平区","月寒中央通"
"0620021","北海道","札幌市豊平区","月寒西一条"
"0620022","北海道","札幌市豊平区","月寒西二条"
"0620023","北海道","札幌市豊平区","月寒西三条"
"0620024","北海道","札幌市豊平区","月寒西四条"
"0620025","北海道","札幌市豊平区","月寒西五条"
"0620051","北海道","札幌市豊平区","月寒東一条"
"0620052","北海道","札幌市豊平区","月寒東二条"
"0620053","北海道","札幌市豊平区","月寒東三条"
"0620054","北海道","札幌市豊平区","月寒東四条"
"0620055","北海道","札幌市豊平区","月寒東五条"
"0620901","北海道","札幌市豊平区","豊平一条"
"0620902","北海道","札幌市豊平区","豊平二条"
"0620903","北海道","札幌市豊平区","豊平三条"
"0620904","北海道","札幌市豊平区","豊平四条"
"0620905","北海道","札幌市豊平区","豊平五条"
"0620906","北海道","札幌市豊平区","豊平六条"
"0620907","北海道","札幌市豊平区","豊平七条"
"0620908","北海道","札幌市豊平区","豊平八条"
"0620909","北海道","札幌市豊平区","豊平九条"
"0620921","北海道","札幌市豊平区","中の島一条"
"0620922","北海道","札幌市豊平区","中の島二条"
"0620039","北海道","札幌市豊平区","西岡"
"0620031","北海道","札幌市豊平区","西岡一条"
"0620032","北海道","札幌市豊平区","西岡二条"
"0620033","北海道","札幌市豊平区","西岡三条"
"0620034","北海道","札幌市豊平区","西岡四条"
"0620035","北海道","札幌市豊平区","西岡五条"
"0620045","北海道","札幌市豊平区","羊ケ丘"
"0620931","北海道","札幌市豊平区","平岸一条"
"0620932","北海道","札幌市豊平区","平岸二条"
"0620933","北海道","札幌市豊平区","平岸三条"
"0620934","北海道","札幌市豊平区","平岸四条"
"0620935","北海道","札幌市豊平区","平岸五条"
"0620936","北海道","札幌市豊平区","平岸六条"
"0620937","北海道","札幌市豊平区","平岸七条"
"0620938","北海道","札幌市豊平区","平岸八条"
"0620041","北海道","札幌市豊平区","福住一条"
"0620042","北海道","札幌市豊平区","福住二条"
"0620043","北海道","札幌市豊平区","福住三条"
"0620001","北海道","札幌市豊平区","美園一条"
"0620002","北海道","札幌市豊平区","美園二条"
"0620003","北海道","札幌市豊平区","美園三条"
"0620004","北海道","札幌市豊平区","美園四条"
"0620005","北海道","札幌市豊平区","美園五条"
"0620006","北海道","札幌市豊平区","美園六条"
"0620007","北海道","札幌市豊平区","美園七条"
"0620008","北海道","札幌市豊平区","美園八条"
"0620009","北海道","札幌市豊平区","美園九条"
"0620010","北海道","札幌市豊平区","美園十条"
"0620011","北海道","札幌市豊平区","美園十一条"
"0620012","北海道","札幌市豊平区","美園十二条"
"0050000","北海道","札幌市南区",""
"0050849","北海道","札幌市南区","石山"
"0050850","北海道","札幌市南区","石山東"
"0050841","北海道","札幌市南区","石山一条"
"0050842","北海道","札幌市南区","石山二条"
"0050843","北海道","札幌市南区","石山三条"
"0050844","北海道","札幌市南区","石山四条"
"0050801","北海道","札幌市南区","川沿一条"
"0050802","北海道","札幌市南区","川沿二条"
"0050803","北海道","札幌市南区","川沿三条"
"0050804","北海道","札幌市南区","川沿四条"
"0050805","北海道","札幌市南区","川沿五条"
"0050806","北海道","札幌市南区","川沿六条"
"0050807","北海道","札幌市南区","川沿七条"
"0050808","北海道","札幌市南区","川沿八条"
"0050809","北海道","札幌市南区","川沿九条"
"0050810","北海道","札幌市南区","川沿十条"
"0050811","北海道","札幌市南区","川沿十一条"
"0050812","北海道","札幌市南区","川沿十二条"
"0050813","北海道","札幌市南区","川沿十三条"
"0050814","北海道","札幌市南区","川沿十四条"
"0050815","北海道","札幌市南区","川沿十五条"
"0050816","北海道","札幌市南区","川沿十六条"
"0050817","北海道","札幌市南区","川沿十七条"
"0050818","北海道","札幌市南区","川沿十八条"
"0050832","北海道","札幌市南区","北ノ沢"
"0050864","北海道","札幌市南区","芸術の森"
"0612274","北海道","札幌市南区","小金湯"
"0612301","北海道","札幌市南区","定山渓"
"0612302","北海道","札幌市南区","定山渓温泉東"
"0612303","北海道","札幌市南区","定山渓温泉西"
"0612276","北海道","札幌市南区","白川"
"0050007","北海道","札幌市南区","澄川"
"0050001","北海道","札幌市南区","澄川一条"
"0050002","北海道","札幌市南区","澄川二条"
"0050003","北海道","札幌市南区","澄川三条"
"0050004","北海道","札幌市南区","澄川四条"
"0050005","北海道","札幌市南区","澄川五条"
"0050006","北海道","札幌市南区","澄川六条"
"0050862","北海道","札幌市南区","滝野"
"0050830","北海道","札幌市南区","砥石山"
"0050865","北海道","札幌市南区","常盤"
"0050863","北海道","札幌市南区","常盤"
"0050851","北海道","札幌市南区","常盤一条"
"0050852","北海道","札幌市南区","常盤二条"
"0050853","北海道","札幌市南区","常盤三条"
"0050854","北海道","札幌市南区","常盤四条"
"0050855","北海道","札幌市南区","常盤五条"
"0050856","北海道","札幌市南区","常盤六条"
"0612275","北海道","札幌市南区","砥山"
"0612273","北海道","札幌市南区","豊滝"
"0050831","北海道","札幌市南区","中ノ沢"
"0050840","北海道","札幌市南区","藤野"
"0612271","北海道","札幌市南区","藤野"
"0612281","北海道","札幌市南区","藤野一条"
"0612282","北海道","札幌市南区","藤野二条"
"0612283","北海道","札幌市南区","藤野三条"
"0612284","北海道","札幌市南区","藤野四条"
"0612285","北海道","札幌市南区","藤野五条"
"0612286","北海道","札幌市南区","藤野六条"
"0050008","北海道","札幌市南区","真駒内"
"0050861","北海道","札幌市南区","真駒内"
"0050018","北海道","札幌市南区","真駒内曙町"
"0050015","北海道","札幌市南区","真駒内泉町"
"0050022","北海道","札幌市南区","真駒内柏丘"
"0050012","北海道","札幌市南区","真駒内上町"
"0050014","北海道","札幌市南区","真駒内幸町"
"0050011","北海道","札幌市南区","真駒内東町"
"0050021","北海道","札幌市南区","真駒内本町"
"0050013","北海道","札幌市南区","真駒内緑町"
"0050016","北海道","札幌市南区","真駒内南町"
"0050017","北海道","札幌市南区","真駒内公園"
"0612261","北海道","札幌市南区","簾舞一条"
"0612262","北海道","札幌市南区","簾舞二条"
"0612263","北海道","札幌市南区","簾舞三条"
"0612264","北海道","札幌市南区","簾舞四条"
"0612265","北海道","札幌市南区","簾舞五条"
"0612266","北海道","札幌市南区","簾舞六条"
"0612272","北海道","札幌市南区","簾舞"
"0050827","北海道","札幌市南区","南沢"
"0050821","北海道","札幌市南区","南沢一条"
"0050822","北海道","札幌市南区","南沢二条"
"0050823","北海道","札幌市南区","南沢三条"
"0050824","北海道","札幌市南区","南沢四条"
"0050825","北海道","札幌市南区","南沢五条"
"0050826","北海道","札幌市南区","南沢六条"
"0050030","北海道","札幌市南区","南三十条西"
"0050031","北海道","札幌市南区","南三十一条西"
"0050032","北海道","札幌市南区","南三十二条西"
"0050033","北海道","札幌市南区","南三十三条西"
"0050034","北海道","札幌市南区","南三十四条西"
"0050035","北海道","札幌市南区","南三十五条西"
"0050036","北海道","札幌市南区","南三十六条西"
"0050037","北海道","札幌市南区","南三十七条西"
"0050038","北海道","札幌市南区","南三十八条西"
"0050039","北海道","札幌市南区","南三十九条西"
"0050040","北海道","札幌市南区","藻岩下"
"0050041","北海道","札幌市南区","藻岩山"
"0630000","北海道","札幌市西区",""
"0630811","北海道","札幌市西区","琴似一条"
"0630812","北海道","札幌市西区","琴似二条"
"0630813","北海道","札幌市西区","琴似三条"
"0630814","北海道","札幌市西区","琴似四条"
"0630011","北海道","札幌市西区","小別沢"
"0630049","北海道","札幌市西区","西野"
"0630031","北海道","札幌市西区","西野一条"
"0630032","北海道","札幌市西区","西野二条"
"0630033","北海道","札幌市西区","西野三条"
"0630034","北海道","札幌市西区","西野四条"
"0630035","北海道","札幌市西区","西野五条"
"0630036","北海道","札幌市西区","西野六条"
"0630037","北海道","札幌市西区","西野七条"
"0630038","北海道","札幌市西区","西野八条"
"0630039","北海道","札幌市西区","西野九条"
